스킬ID,스킬,타겟_범위,타겟_태그
23222,그 사람 나한테 왜 이럴까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
56254,결혼 궁합: 부부 합과 결혼 후 모습,연애상태_커플,"연애_결혼, 연애_궁합관계"
18146,선택타로 - A vs B,"연애상태_싱글, 연애상태_커플",
18959,사주로 보는 연인 궁합 + 속궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
22261,(추천할인) 내 사주의 전성기: 인생 피는 나이는?,전체,종합운
16948,내 성격 분석 보고서,"연애상태_싱글, 연애상태_커플",종합운
28003,사주로 보는 미래 : 앞으로의 10년,"연애상태_싱글, 연애상태_커플",종합운
26198,지금 내 생각하는 사람 누굴까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
43844,[깜짝할인] 사주로 보는 결혼수: 나는 언제 결혼할까?,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애상태_싱글,"신년운세, 연애_궁합관계, 연애_재회"
17047,3개월 안에 취업할 수 있을까?,전체,학업직업운
49921,연애 무물 타로: 11카드 스프레드,"연애상태_싱글, 연애상태_커플",연애_일반
25337,(추천할인) 사주로 보는 그 사람의 속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
19004,🎉 사전예약 D-0 🎉 2021년 하반기 운세 LITE,전체,신년운세
16396,우리 사랑 깊어지려면?,"연애상태_싱글, 연애상태_커플",연애_일반
19326,2022년에 커리어 성공할 수 있을까?,전체,"신년운세, 학업직업운"
41170,2025년 솔로 탈출 보고서,연애상태_싱글,"신년운세, 연애_새로운만남, 종합운"
57439,2026년에 찾아올 두 명의 인연,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
47638,"🏆재물, 커리어, 학업: 황금 타이밍",전체,"재물금전운, 학업직업운"
29796,사주로 보는 색기: 그 사람 침대에서 어떨까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
55195,사주 살풀이: 타고난 살과 2026년의 살,전체,신년운세
25839,내 사주의 인생 2막 언제 올까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
27346,잘 보이는 법: 내가 보는 나 VS 남이 보는 나,"연애상태_싱글, 연애상태_커플",
18648,내가 관심 있는 거 눈치챘을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
19177,이번 달엔 짝사랑 끝낼 수 있을까?,연애상태_싱글,연애_새로운만남
31436,(추천할인) 2023년 하반기에 찾아올 3명의 인연,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
45625,내 사주에 결혼? 필수 vs 선택,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
40157,"2024년 여름 운세: 5,6,7월의 세 가지 뜨거운 변화❤️‍🔥",전체,신년운세
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애상태_싱글,"연애_궁합관계, 연애_속마음, 연애_재회"
43416,[히든스킬] 내 사주의 연애와 결혼: 운명의 두 사람,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
36511,2024 갑진년 운세: 재물과 재테크,전체,"신년운세, 재물금전운"
26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,연애상태_싱글,연애_재회
36557,[사전 예약] 2024년 갑진년 신년운세,전체,신년운세
19215,다음 연애 상대와의 궁합은?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
33557,[연속 할인] 2024년 신년운세 보고서,전체,"신년운세, 종합운"
25403,"사주로 보는 내 집 마련, 언제 가능할까?","연애상태_싱글, 연애상태_커플",연애_새로운만남
23895,[연말할인] 2023년에 우리 사이 어떨까?,전체,신년운세
42033,[창광_24하반기] 1개 구매자 추가 할인,"연애상태_싱글, 연애상태_커플",신년운세
18643,걔네 서로 좋아할까?,"연애상태_싱글, 연애상태_커플",연애_속마음
40749,난 누구랑 결혼할까? : 운명의 후보 TOP 2,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
22230,(추천할인) 그 사람과 나의 결혼 궁합,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계, 연애_새로운만남"
19589,내 사주로 올해 안에 부자 되는 법,전체,재물금전운
22987,다음 연애의 시작 | 새로운 인연,연애상태_싱글,연애_새로운만남
37441,손금으로 보는 운명의 배우자: 연애와 결혼,"연애상태_싱글, 연애상태_커플",연애_결혼
18709,"그때 그 느낌, 혹시 시그널이었을까?","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
2366,지금 헤어져도 될까,"연애상태_싱글, 연애상태_커플",연애_위기갈등
19687,놓치기 싫은 그 사람 연애 스타일,"연애상태_싱글, 연애상태_커플",연애_궁합관계
46384,이번 달 임신 확률은?,연애상태_커플,가족자녀운
18965,내 운명의 상대 + 2021 금성궁 연애운 그래프,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
19688,그 사람을 유혹할 3번의 기회_추천할인,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남"
17443,우리 사귈 수 있을까? : 사귈 확률 계산기,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남"
2152,내 성격유형 분석,"연애상태_싱글, 연애상태_커플",
31501,[추천] 일생 풀이: 천운과 타고난 복(福)_부자 사주,전체,재물금전운
35626,사업 vs 직장: 경제적 자유 누리는 법,전체,학업직업운
18711,사주로 보는 운명의 집,"연애상태_싱글, 연애상태_커플",연애_일반
24439,그 사람이 너를 좋아하는지 알려줄게!,"연애상태_싱글, 연애상태_커플",연애_궁합관계
19176,그 사람을 유혹할 3번의 기회,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남"
2363,그 사람이 바라는 내 모습은?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
24573,[연락운] 그 사람은 언제 연락이 올지 알려줄게!,연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_재회"
24871,1년 뒤 그 사람과 무슨 사이일까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
16443,다른 회사로 이직하면 어떨까?,전체,학업직업운
19303,사주 살풀이: 타고난 살과 2022년의 살(추천 할인),전체,신년운세
2424,사주로 보는 강점과 적성,"연애상태_싱글, 연애상태_커플",종합운
16450,둘 중 누구를 선택해야 할까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
25412,그 사람이 나를 향해 품고 있는 마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
28813,운BTI: 내 사주의 타고난 기질과 천운(天運)은?,"연애상태_싱글, 연애상태_커플",종합운
2273,전생 알아보기,"연애상태_싱글, 연애상태_커플",
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",연애상태_커플,가족자녀운
19312,[비밀쿠폰 전용] 2022년 신년운세 보고서,전체,"신년운세, 종합운"
43845,[깜짝할인] 내 운이 트이는 동네는?(서울편),전체,
18726,그 사람과 왜 헤어지게 된 걸까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
40741,"내 운명의 연애, 몇 번 남았을까? (AB 테스트용)","연애상태_싱글, 연애상태_커플",연애_일반
19327,올해의 귀인과 악인 누구일까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
23848,지금 그 사람의 속마음은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
18400,나는 지금 상승세 vs 하락세?,"연애상태_싱글, 연애상태_커플",
22724,☯️2023년 신년운세 보고서,전체,"신년운세, 종합운"
21150,(추천할인) 그 사람 아직 나한테 미련 있을까?,연애상태_싱글,"연애_궁합관계, 연애_재회"
18947,사주로 보는 재테크 비법 + 대박 부업운,"연애상태_싱글, 연애상태_커플",재물금전운
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애상태_싱글,연애_새로운만남
43348,[히든스킬] 내 사주에 연애 상대 몇 명 있을까?,"연애상태_싱글, 연애상태_커플",연애_일반
22065,"가장 긴 연애, 운명적 사건은?","연애상태_싱글, 연애상태_커플",연애_일반
19324,손금으로 보는 내 전생,"연애상태_싱글, 연애상태_커플",
44668,10년 뒤 내 통장잔고는?,"연애상태_싱글, 연애상태_커플",재물금전운
20316,(추천할인) 그 사람과 나의 사주궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
2227,동갑vs연하vs연상,"연애상태_싱글, 연애상태_커플",
47407,{{이름}}[[이의/의]] 결혼 궁합 현실판: 돈?💰 사랑?❤️,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계, 재물금전운"
49882,그 사람의 숨겨진 진짜 속마음 💟,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
2237,그 사람의 변심 이유,"연애상태_싱글, 연애상태_커플",연애_궁합관계
45526,"재물운 심층 분석: 30년 뒤, 상위 % 일까?",전체,"신년운세, 재물금전운"
53710,내 사주 일복: 평생 일할 팔자 vs 놀고먹는 팔자,"연애상태_싱글, 연애상태_커플",종합운
29257,[키스데이] 애쓰지 않아도 맺어질 하늘의 인연,"연애상태_싱글, 연애상태_커플",연애_일반
39751,3년 안에 닥칠 3번의 위기,"연애상태_싱글, 연애상태_커플",연애_위기갈등
47737,"'OO세, 이 선택으로 운명이 바뀝니다'","연애상태_싱글, 연애상태_커플",연애_일반
29423,[1~5단계] 재회 코칭 프리패스,연애상태_싱글,연애_재회
18659,사주로 보는 가족운,"연애상태_싱글, 연애상태_커플",가족자녀운
523,결혼한다면 어떨까?,"연애상태_싱글, 연애상태_커플",연애_결혼
39332,(업셀링_판밍밍) 재회 코칭 프리패스,연애상태_싱글,연애_재회
26335,"다음 연애 언제, 어디서 시작될까?","연애상태_싱글, 연애상태_커플",연애_새로운만남
24748,지금 그 사람의 감정은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
25332,그 사람 나한테 어떻게 행동할까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
20083,3개월안에애인생길까_추천할인,연애상태_싱글,연애_새로운만남
48925,{{이름}}[[이의/의]] 연애 O X : 직진해도 될까?,"연애상태_싱글, 연애상태_커플",연애_일반
28434,"내 사주의 좋은 연, 나쁜 연, 이상한 연","연애상태_싱글, 연애상태_커플",종합운
2128,연애운 높이는 노하우,"연애상태_싱글, 연애상태_커플",연애_일반
55361,[2인 할인] 2026년 신년운세 보고서,전체,"신년운세, 종합운"
18702,내 사주로 연예인이 된다면?,"연애상태_싱글, 연애상태_커플",종합운
18653,내 SNS 염탐하는 사람 있을까?,"연애상태_싱글, 연애상태_커플",
18601,내 인생의 귀인: 놓치면 안 될 한 사람,"연애상태_싱글, 연애상태_커플",종합운
27414,"대기업 VS 스타트업, 내 사주와 더 맞는 곳은?","연애상태_싱글, 연애상태_커플",종합운
2272,나는 어떤 타입과 어울릴까?,"연애상태_싱글, 연애상태_커플",
19918,이번 달 우리 사이 어떨까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
37442,2024 갑진년 운세: 건강과 이사,전체,신년운세
53875,짝사랑에서 썸까지: 우리 무슨 사이일까?,연애상태_싱글,연애_새로운만남
50774,[창광] 25년 하반기: 재물운과 문서운,전체,"신년운세, 재물금전운"
16446,솔로탈출 확률 계산기,연애상태_싱글,연애_새로운만남
35698,재회 사주: 그 사람과 다시 만날 운명일까?,연애상태_싱글,"연애_궁합관계, 연애_재회"
25304,별자리x타로: 우주가 말하는 미래의 연인은?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애상태_싱글,연애_재회
25171,그 사람과 나는 앞으로 어떻게 될까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
2250,면접 합격할 수 있을까?,"연애상태_싱글, 연애상태_커플",학업직업운
34717,놓치면 안 될 3번의 기회: 50세 중년 이후,"연애상태_싱글, 연애상태_커플",
46483,"💵 재물운 분석 완결판: 부업, 재테크, 귀인",전체,재물금전운
2296,지금 하는 거...계속 할까 말까?,"연애상태_싱글, 연애상태_커플",
20318,(추천할인) 오행으로 보는 성격 특징,"연애상태_싱글, 연애상태_커플",
19362,2022년 신년운세 LITE,전체,신년운세
53974,이 3번의 기회로: 상위 N% 부자가 됩니다,전체,재물금전운
11293,사주로 보는 성격,"연애상태_싱글, 연애상태_커플",종합운
16849,직장 동료 왜 그럴까?,"연애상태_싱글, 연애상태_커플",학업직업운
49917,연애 무물 타로: 7카드 스프레드,"연애상태_싱글, 연애상태_커플",연애_일반
27442,숨겨진 욕망 풀이: 내 사주의 색욕은 어떨까?,"연애상태_싱글, 연애상태_커플",종합운
2217,그날 헤어지지 않았다면,"연애상태_싱글, 연애상태_커플",
19428,2022년의 커리어 + 인간관계 어떨까?,"연애상태_싱글, 연애상태_커플","신년운세, 연애_궁합관계, 학업직업운"
37876,손금 연애운: 솔로탈출 가능할까?,연애상태_싱글,연애_새로운만남
23251,지금 나를 몰래 좋아하는 사람은?,"연애상태_싱글, 연애상태_커플",
30055,"타로 직장운: 지금 고민, 풀리는 시기는?","연애상태_싱글, 연애상태_커플",학업직업운
